blockLink href,listingCardImage src,ID,Price,Addresse,Latitude,Longitude,Nb_Chambres,Nb_Salles_de_bain,Pieds_carrés
https://www.realtor.ca/immobilier/27434559/1235-rue-bishop-806-montr%C3%A9al-ville-marie-mille-carr%C3%A9-dor%C3%A9,https://cdn.realtor.ca/listings/TS638622458270000000/reb5/medres/7/12723217_1.jpg,12723217,498000,"1235 Rue Bishop, #806, Montréal (Ville-Marie), Québec",45.4961931,-73.5752961,2,1,696
https://www.realtor.ca/immobilier/27434384/711-rue-de-la-commune-o-413-montr%C3%A9al-ville-marie-la-cit%C3%A9-du-multim%C3%A9dia,https://cdn.realtor.ca/listings/TS638622206518130000/reb5/medres/2/24810702_1.jpg,24810702,899000,"711 Rue de la Commune O., #413, Montréal (Ville-Marie), Québec",45.4969387,-73.55310229999999,3,2,1246
https://www.realtor.ca/immobilier/27434377/1280-rue-montcalm-1-montr%C3%A9al-ville-marie-village,https://cdn.realtor.ca/listings/TS638622206498300000/reb5/medres/3/19579743_1.jpg,19579743,440000,"1280 Rue Montcalm, #1, Montréal (Ville-Marie), Québec",45.5178947,-73.5555011,2,1,800
https://www.realtor.ca/immobilier/27434201/7035-place-joseph-michaud-301-montr%C3%A9al-rivi%C3%A8re-des-prairiespointe-aux-trembles-rivi%C3%A8re-des-prairies,https://cdn.realtor.ca/listings/TS638622555416400000/reb5/medres/7/28190357_1.jpg,28190357,374900,"7035 Place Joseph-Michaud, #301, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Québec",45.6290094,-73.6182437,2,1,1137
https://www.realtor.ca/immobilier/27434172/221-rue-st-jacques-601-montr%C3%A9al-ville-marie-vieux-montr%C3%A9al,https://cdn.realtor.ca/listings/TS638622112317870000/reb5/medres/3/20927233_1.jpg,20927233,539900,"221 Rue St-Jacques, #601, Montréal (Ville-Marie), Québec",45.5038812,-73.5587138,2,1,785
https://www.realtor.ca/immobilier/27434164/7630-rue-du-mans-708-montr%C3%A9al-saint-l%C3%A9onard,https://cdn.realtor.ca/listings/TS638622112306900000/reb5/medres/9/18745319_1.jpg,18745319,469000,"7630 Rue du Mans, #708, Montréal (Saint-Léonard), Québec",45.5835951,-73.58359449999999,2,2,1069
https://www.realtor.ca/immobilier/27434160/3043-rue-sherbrooke-e-117-montr%C3%A9al-rosemontla-petite-patrie-shop-angus,https://cdn.realtor.ca/listings/TS638622112302000000/reb5/medres/5/18369225_1.jpg,18369225,545000,"3043 Rue Sherbrooke E., #117, Montréal (Rosemont/La Petite-Patrie), Québec",45.54199,-73.5585586,2,1,723
https://www.realtor.ca/immobilier/27434136/3300-av-troie-209-montr%C3%A9al-c%C3%B4te-des-neigesnotre-dame-de-gr%C3%A2ce-c%C3%B4te-des-neiges,https://cdn.realtor.ca/listings/TS638622112285300000/reb5/medres/7/15078717_1.jpg,15078717,575000,"3300 Av. Troie, #209, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Québec",45.4960509,-73.61709210000001,2,2,734
https://www.realtor.ca/immobilier/27434132/2125-rue-remembrance-304-montr%C3%A9al-lachine-est,https://cdn.realtor.ca/listings/TS638622112280230000/reb5/medres/6/14676816_1.jpg,14676816,539900,"2125 Rue Remembrance, #304, Montréal (Lachine), Québec",45.4377308,-73.6835948,3,1,1206
https://www.realtor.ca/immobilier/27433933/1-rue-mcgill-409-montr%C3%A9al-ville-marie-vieux-montr%C3%A9al,https://cdn.realtor.ca/listings/TS638622050671470000/reb5/medres/2/28181772_1.jpg,28181772,875000,"1 Rue McGill, #409, Montréal (Ville-Marie), Québec",45.4991772,-73.5536026,2,2,1179
https://www.realtor.ca/immobilier/27433926/1730-rue-st-patrick-832-montr%C3%A9al-le-sud-ouest-c%C3%B4te-saint-paul,https://cdn.realtor.ca/listings/TS638622050650200000/reb5/medres/0/27269870_1.jpg,27269870,698000,"1730 Rue St-Patrick, #832, Montréal (Le Sud-Ouest), Québec",45.485312,-73.562635,2,1,846
https://www.realtor.ca/immobilier/27433919/795-1re-avenue-225-montr%C3%A9al-lachine-est,https://cdn.realtor.ca/listings/TS638622050602730000/reb5/medres/5/26175775_1.jpg,26175775,289000,"795 1re Avenue, #225, Montréal (Lachine), Québec",45.4440094,-73.6643843,1,1,667
https://www.realtor.ca/immobilier/27433914/11297-rue-tolhurst-montr%C3%A9al-ahuntsic-cartierville-ahuntsic-ouest,https://cdn.realtor.ca/listings/TS638622050573400000/reb5/medres/1/25598321_1.jpg,25598321,729000,"11297 Rue Tolhurst, Montréal (Ahuntsic-Cartierville), Québec",45.54782429999999,-73.67795199999999,2,2,1300
https://www.realtor.ca/immobilier/27433885/5763-av-bourbonni%C3%A8re-montr%C3%A9al-rosemontla-petite-patrie-vieux-rosemont,https://cdn.realtor.ca/listings/TS638622050513600000/reb5/medres/7/21178447_1.jpg,21178447,479900,"5763 Av. Bourbonnière, Montréal (Rosemont/La Petite-Patrie), Québec",45.5583932,-73.5751125,2,1,969
https://www.realtor.ca/immobilier/27433884/5244-av-henri-julien-montr%C3%A9al-le-plateau-mont-royal-mile-end,https://cdn.realtor.ca/listings/TS638622050505600000/reb5/medres/0/21043040_1.jpg,21043040,549900,"5244 Av. Henri-Julien, Montréal (Le Plateau-Mont-Royal), Québec",45.52662000000001,-73.59264999999999,2,1,918
https://www.realtor.ca/immobilier/27433880/1077-av-du-pacifique-4-montr%C3%A9al-lachine-saint-pierre,https://cdn.realtor.ca/listings/TS638622050500970000/reb5/medres/3/20839173_1.jpg,20839173,325000,"1077 Av. du Pacifique, #4, Montréal (Lachine), Québec",45.4433963,-73.6553145,2,1,800
https://www.realtor.ca/immobilier/27433850/4720-rue-jean-talon-e-512-montr%C3%A9al-saint-l%C3%A9onard,https://cdn.realtor.ca/listings/TS638622050450700000/reb5/medres/0/17442880_1.jpg,17442880,399900,"4720 Rue Jean-Talon E., #512, Montréal (Saint-Léonard), Québec",45.57266,-73.58552,2,1,847
https://www.realtor.ca/immobilier/27433833/1340-rue-olier-906-montr%C3%A9al-le-sud-ouest-griffintown,https://cdn.realtor.ca/listings/TS638622050425500000/reb5/medres/5/14720455_1.jpg,14720455,2599000,"1340 Rue Olier, #906, Montréal (Le Sud-Ouest), Québec",45.4903649,-73.5592179,4,3,2523
https://www.realtor.ca/immobilier/27433830/4870-rue-harry-worth-101-montr%C3%A9al-pierrefonds-roxboro-pierrefondscentre-ouest,https://cdn.realtor.ca/listings/TS638622050421330000/reb5/medres/7/14466267_1.jpg,14466267,425000,"4870 Rue Harry-Worth, #101, Montréal (Pierrefonds-Roxboro), Québec",45.4871617,-73.855319,2,2,1157
https://www.realtor.ca/immobilier/27433825/8938-boul-maurice-duplessis-montr%C3%A9al-rivi%C3%A8re-des-prairiespointe-aux-trembles-rivi%C3%A8re-des-prairies,https://cdn.realtor.ca/listings/TS638622050411530000/reb5/medres/2/14140782_1.jpg,14140782,398800,"8938 Boul. Maurice-Duplessis, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Québec",45.641878,-73.5753898,2,1,1118
https://www.realtor.ca/immobilier/27433823/859-rue-de-la-commune-e-107-montr%C3%A9al-ville-marie-vieux-montr%C3%A9al,https://cdn.realtor.ca/listings/TS638622050409330000/reb5/medres/4/14050844_1.jpg,14050844,535000,"859 Rue de la Commune E., #107, Montréal (Ville-Marie), Québec",45.5125858,-73.5493937,1,1,714
https://www.realtor.ca/immobilier/27433797/1310-boul-ren%C3%A9-l%C3%A9vesque-o-1807-montr%C3%A9al-ville-marie-mille-carr%C3%A9-dor%C3%A9,https://cdn.realtor.ca/listings/TS638622050376170000/reb5/medres/0/10699780_1.jpg,10699780,543000,"1310 Boul. René-Lévesque O., #1807, Montréal (Ville-Marie), Québec",45.4969402,-73.5717943,1,1,663
https://www.realtor.ca/immobilier/27433790/1043-rue-rielle-montr%C3%A9al-verdun%C3%AEle-des-soeurs-verdun,https://cdn.realtor.ca/listings/TS638622050685330000/reb5/medres/0/9737140_1.jpg,9737140,650000,"1043 Rue Rielle, Montréal (Verdun/Île-des-Soeurs), Québec",45.46074,-73.57726,3,2,1051
https://www.realtor.ca/immobilier/27433238/1010-rue-sherbrooke-e-montr%C3%A9al-ville-marie-centre,https://cdn.realtor.ca/listings/TS638621948542400000/reb5/medres/1/25167921_1.jpg,25167921,799000,"1010 Rue Sherbrooke E., Montréal (Ville-Marie), Québec",45.5208832,-73.5653514,3,1,1562
https://www.realtor.ca/immobilier/27433211/10260-av-curotte-204-montr%C3%A9al-ahuntsic-cartierville-ahuntsic-centre,https://cdn.realtor.ca/listings/TS638622918240370000/reb5/medres/7/22523657_1.jpg,22523657,488800,"10260 Av. Curotte, #204, Montréal (Ahuntsic-Cartierville), Québec",45.562952,-73.6560381,2,1,958
https://www.realtor.ca/immobilier/27433199/750-c%C3%B4te-de-la-place-darmes-61-montr%C3%A9al-ville-marie-vieux-montr%C3%A9al,https://cdn.realtor.ca/listings/TS638621948481300000/reb5/medres/2/20576482_1.jpg,20576482,819000,"750 Côte de la Place-d'Armes, #61, Montréal (Ville-Marie), Québec",45.505331,-73.5580633,2,2,1288
https://www.realtor.ca/immobilier/27433186/6111-av-du-bois%C3%A9-5h-montr%C3%A9al-c%C3%B4te-des-neigesnotre-dame-de-gr%C3%A2ce-c%C3%B4te-des-neiges,https://cdn.realtor.ca/listings/TS638621948456570000/reb5/medres/0/18648800_1.jpg,18648800,1200000,"6111 Av. du Boisé, #5H, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Québec",45.5113875,-73.6217009,3,2,1660
https://www.realtor.ca/immobilier/27433180/947-rue-hocquart-montr%C3%A9al-saint-laurent-saint-laurent-ouest,https://cdn.realtor.ca/listings/TS638621948450970000/reb5/medres/6/18288726_1.jpg,18288726,675000,"947 Rue Hocquart, Montréal (Saint-Laurent), Québec",45.49946689999999,-73.6981574,3,1,1686
https://www.realtor.ca/immobilier/27433178/1225-boul-robert-bourassa-1409-montr%C3%A9al-ville-marie-centre-ouest,https://cdn.realtor.ca/listings/TS638621948448500000/reb5/medres/5/18140735_1.jpg,18140735,825000,"1225 Boul. Robert-Bourassa, #1409, Montréal (Ville-Marie), Québec",45.5027211,-73.5685704,2,2,1075
https://www.realtor.ca/immobilier/27433170/2800-boul-de-la-c%C3%B4te-vertu-404-montr%C3%A9al-saint-laurent-saint-laurent-ouest,https://cdn.realtor.ca/listings/TS638621948437900000/reb5/medres/4/16496604_1.jpg,16496604,420000,"2800 Boul. de la Côte-Vertu, #404, Montréal (Saint-Laurent), Québec",45.5008138,-73.6989904,1,1,727
https://www.realtor.ca/immobilier/27433154/4301-rue-chapleau-montr%C3%A9al-le-plateau-mont-royal-le-plateau-mont-royal,https://cdn.realtor.ca/listings/TS638622050416170000/reb5/medres/1/14339771_1.jpg,14339771,689000,"4301 Rue Chapleau, Montréal (Le Plateau-Mont-Royal), Québec",45.5372937,-73.56592979999999,2,1,976
https://www.realtor.ca/immobilier/27433142/1450-boul-ren%C3%A9-l%C3%A9vesque-o-1801-montr%C3%A9al-ville-marie-mille-carr%C3%A9-dor%C3%A9,https://cdn.realtor.ca/listings/TS638621948395670000/reb5/medres/8/12944088_1.jpg,12944088,445000,"1450 Boul. René-Lévesque O., #1801, Montréal (Ville-Marie), Québec",45.4945995,-73.57394090000001,1,1,550
https://www.realtor.ca/immobilier/27431958/1225-boul-robert-bourassa-2101-montr%C3%A9al-ville-marie-centre-ouest,https://cdn.realtor.ca/listings/TS638621834707470000/reb5/medres/2/26686142_1.jpg,26686142,998000,"1225 Boul. Robert-Bourassa, #2101, Montréal (Ville-Marie), Québec",45.5027211,-73.5685704,2,2,1245
https://www.realtor.ca/immobilier/27431941/242-rue-charlevoix-montr%C3%A9al-le-sud-ouest-petite-bourgogne,https://cdn.realtor.ca/listings/TS638621834676670000/reb5/medres/2/23863702_1.jpg,23863702,650000,"242 Rue Charlevoix, Montréal (Le Sud-Ouest), Québec",45.4817999,-73.5748581,2,1,1015
https://www.realtor.ca/immobilier/27431940/244-rue-st-jacques-53-montr%C3%A9al-ville-marie-vieux-montr%C3%A9al,https://cdn.realtor.ca/listings/TS638621834675500000/reb5/medres/7/23803997_1.jpg,23803997,625000,"244 Rue St-Jacques, #53, Montréal (Ville-Marie), Québec",45.50330839999999,-73.55857019999999,2,2,771
https://www.realtor.ca/immobilier/27431935/3906-av-laval-montr%C3%A9al-le-plateau-mont-royal-le-plateau-mont-royal,https://cdn.realtor.ca/listings/TS638621834674330000/reb5/medres/2/23618382_1.jpg,23618382,929000,"3906 Av. Laval, Montréal (Le Plateau-Mont-Royal), Québec",45.5184017,-73.5757645,2,1,1081
https://www.realtor.ca/immobilier/27431918/5410-rue-hutchison-montr%C3%A9al-outremont,https://cdn.realtor.ca/listings/TS638621834662530000/reb5/medres/4/21792894_1.jpg,21792894,549000,"5410 Rue Hutchison, Montréal (Outremont), Québec",45.5206283,-73.6012475,2,1,884
https://www.realtor.ca/immobilier/27431896/2310-rue-st-jacques-montr%C3%A9al-le-sud-ouest-petite-bourgogne,https://cdn.realtor.ca/listings/TS638621834625500000/reb5/medres/3/17662733_1.jpg,17662733,899000,"2310 Rue St-Jacques, Montréal (Le Sud-Ouest), Québec",45.4859561,-73.57570299999999,3,2,1758
https://www.realtor.ca/immobilier/27431873/8635-rue-lajeunesse-514-montr%C3%A9al-villeraysaint-michelparc-extension-villeray,https://cdn.realtor.ca/listings/TS638622821373100000/reb5/medres/1/14410561_1.jpg,14410561,549000,"8635 Rue Lajeunesse, #514, Montréal (Villeray/Saint-Michel/Parc-Extension), Québec",45.5462452,-73.6360303,1,1,878
https://www.realtor.ca/immobilier/27431869/1893-rue-de-chambly-montr%C3%A9al-mercierhochelaga-maisonneuve-hochelaga-maisonneuve,https://cdn.realtor.ca/listings/TS638621834585030000/reb5/medres/8/13789668_1.jpg,13789668,425000,"1893 Rue De Chambly, Montréal (Mercier/Hochelaga-Maisonneuve), Québec",45.5455206,-73.54357089999999,2,1,791
https://www.realtor.ca/immobilier/27431853/650-rue-notre-dame-o-1002-montr%C3%A9al-ville-marie-centre,https://cdn.realtor.ca/listings/TS638621834570270000/reb5/medres/3/12542703_1.jpg,12542703,1150000,"650 Rue Notre-Dame O., #1002, Montréal (Ville-Marie), Québec",45.50040509999999,-73.5598052,2,2,1742
https://www.realtor.ca/immobilier/27431848/1051-rue-de-la-montagne-1804-montr%C3%A9al-ville-marie-mille-carr%C3%A9-dor%C3%A9,https://cdn.realtor.ca/listings/TS638621834564170000/reb5/medres/9/11990039_1.jpg,11990039,688000,"1051 Rue de la Montagne, #1804, Montréal (Ville-Marie), Québec",45.496261,-73.57127820000001,1,1,558
https://www.realtor.ca/immobilier/27431834/190-rue-murray-910-montr%C3%A9al-le-sud-ouest-griffintown,https://cdn.realtor.ca/listings/TS638621834553070000/reb5/medres/2/10560512_1.jpg,10560512,525000,"190 Rue Murray, #910, Montréal (Le Sud-Ouest), Québec",45.4924064,-73.5591336,2,1,733
https://www.realtor.ca/immobilier/27430928/101-rue-de-la-rotonde-904-montr%C3%A9al-verdun%C3%AEle-des-soeurs-%C3%AEle-des-soeurs,https://cdn.realtor.ca/listings/TS638621764019500000/reb5/medres/8/28203668_1.jpg,28203668,549000,"101 Rue de la Rotonde, #904, Montréal (Verdun/Île-des-Soeurs), Québec",45.4740355,-73.540291,2,1,729
https://www.realtor.ca/immobilier/27430927/5335-av-henri-julien-401-montr%C3%A9al-le-plateau-mont-royal-mile-end,https://cdn.realtor.ca/listings/TS638621764017630000/reb5/medres/3/28184373_1.jpg,28184373,749000,"5335 Av. Henri-Julien, #401, Montréal (Le Plateau-Mont-Royal), Québec",45.5274771,-73.59380039999999,3,1,922
https://www.realtor.ca/immobilier/27430895/4128-rue-st-hubert-montr%C3%A9al-le-plateau-mont-royal-le-plateau-mont-royal,https://cdn.realtor.ca/listings/TS638621763968600000/reb5/medres/8/25343888_1.jpg,25343888,849000,"4128 Rue St-Hubert, Montréal (Le Plateau-Mont-Royal), Québec",45.5229793,-73.57576759999999,3,2,1789
https://www.realtor.ca/immobilier/27430650/5412-rue-garnier-montr%C3%A9al-le-plateau-mont-royal-le-plateau-mont-royal,https://cdn.realtor.ca/listings/TS638621763783270000/reb5/medres/1/12723761_1.jpg,12723761,574900,"5412 Rue Garnier, Montréal (Le Plateau-Mont-Royal), Québec",45.5358428,-73.5875736,2,1,962
https://www.realtor.ca/immobilier/27430637/10011-boul-pie-ix-307-montr%C3%A9al-montr%C3%A9al-nord,https://cdn.realtor.ca/listings/TS638621834563470000/reb5/medres/3/11968023_1.jpg,11968023,304800,"10011 Boul. Pie-IX, #307, Montréal (Montréal-Nord), Québec",45.5845,-73.6302733,2,1,878
https://www.realtor.ca/immobilier/27430622/5300-place-garland-209-montr%C3%A9al-c%C3%B4te-des-neigesnotre-dame-de-gr%C3%A2ce-c%C3%B4te-des-neiges,https://cdn.realtor.ca/listings/TS638622206479870000/reb5/medres/2/10688192_1.jpg,10688192,357000,"5300 Place Garland, #209, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Québec",45.4898434,-73.64440780000001,2,1,756
https://www.realtor.ca/immobilier/27430607/4060-boul-st-laurent-108-montr%C3%A9al-le-plateau-mont-royal-le-plateau-mont-royal,https://cdn.realtor.ca/listings/TS638621764045830000/reb5/medres/2/9574132_1.jpg,9574132,849000,"4060 Boul. St-Laurent, #108, Montréal (Le Plateau-Mont-Royal), Québec",45.5167233,-73.5798709,1,1,1281
https://www.realtor.ca/immobilier/27424317/400-rue-de-linspecteur-411-montr%C3%A9al-le-sud-ouest-griffintown,https://cdn.realtor.ca/listings/TS638621683346400000/reb5/medres/6/28153346_1.jpg,28153346,385000,"400 Rue de l'Inspecteur, #411, Montréal (Le Sud-Ouest), Québec",45.4961463,-73.56113049999999,1,1,517
https://www.realtor.ca/immobilier/27424311/2244-rue-victoria-6-montr%C3%A9al-lachine-est,https://cdn.realtor.ca/listings/TS638621683339500000/reb5/medres/3/27362393_1.jpg,27362393,490000,"2244 Rue Victoria, #6, Montréal (Lachine), Québec",45.4360891,-73.6845608,2,1,912
https://www.realtor.ca/immobilier/27424295/1000-boul-de-maisonneuve-o-606-montr%C3%A9al-ville-marie-mille-carr%C3%A9-dor%C3%A9,https://cdn.realtor.ca/listings/TS638621683315300000/reb5/medres/3/24958273_1.jpg,24958273,635000,"1000 Boul. De Maisonneuve O., #606, Montréal (Ville-Marie), Québec",45.5011514,-73.57422799999999,1,1,904
https://www.realtor.ca/immobilier/27424142/200-rue-hall-1007-montr%C3%A9al-verdun%C3%AEle-des-soeurs-%C3%AEle-des-soeurs,https://cdn.realtor.ca/listings/TS638621683151770000/reb5/medres/9/13632799_1.jpg,13632799,1150000,"200 Rue Hall, #1007, Montréal (Verdun/Île-des-Soeurs), Québec",45.4521185,-73.547479,2,2,1302
https://www.realtor.ca/immobilier/27423418/2320-rue-tupper-1913-montr%C3%A9al-ville-marie-centre-ouest,https://cdn.realtor.ca/listings/TS638621595220970000/reb5/medres/5/12810165_1.jpg,12810165,608000,"2320 Rue Tupper, #1913, Montréal (Ville-Marie), Québec",45.4891461,-73.5828143,2,1,695
https://www.realtor.ca/immobilier/27423246/13837-rue-notre-dame-e-102-montr%C3%A9al-rivi%C3%A8re-des-prairiespointe-aux-trembles-pointe-aux-trembles,https://cdn.realtor.ca/listings/TS638621342794000000/reb5/medres/8/28143468_1.jpg,28143468,374900,"13837 Rue Notre-Dame E., #102, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Québec",45.66480490000001,-73.4944409,3,1,1093
https://www.realtor.ca/immobilier/27423227/5473-7e-avenue-montr%C3%A9al-rosemontla-petite-patrie-vieux-rosemont,https://cdn.realtor.ca/listings/TS638621683243030000/reb5/medres/9/19039629_1.jpg,19039629,350000,"5473 7e Avenue, Montréal (Rosemont/La Petite-Patrie), Québec",45.5491304,-73.575807,2,1,650
https://www.realtor.ca/immobilier/27423216/1755-av-ducharme-montr%C3%A9al-outremont,https://cdn.realtor.ca/listings/TS638621595211770000/reb5/medres/9/10997269_1.jpg,10997269,1925000,"1755 Av. Ducharme, Montréal (Outremont), Québec",45.5164178,-73.62141249999999,4,3,3226
https://www.realtor.ca/immobilier/27423000/1310-boul-ren%C3%A9-l%C3%A9vesque-o-3506-montr%C3%A9al-ville-marie-mille-carr%C3%A9-dor%C3%A9,https://cdn.realtor.ca/listings/TS638621248173770000/reb5/medres/2/27177172_1.jpg,27177172,1775000,"1310 Boul. René-Lévesque O., #3506, Montréal (Ville-Marie), Québec",45.4969402,-73.5717943,3,3,1676
https://www.realtor.ca/immobilier/27422988/653-av-querbes-montr%C3%A9al-outremont,https://cdn.realtor.ca/listings/TS638621248143370000/reb5/medres/2/20959052_1.jpg,20959052,850000,"653 Av. Querbes, Montréal (Outremont), Québec",45.5223452,-73.60812849999999,3,1,1655
https://www.realtor.ca/immobilier/27422985/4373-rue-chapleau-montr%C3%A9al-le-plateau-mont-royal-le-plateau-mont-royal,https://cdn.realtor.ca/listings/TS638621248135900000/reb5/medres/3/20299343_1.jpg,20299343,599000,"4373 Rue Chapleau, Montréal (Le Plateau-Mont-Royal), Québec",45.5378966,-73.56735859999999,2,1,900
https://www.realtor.ca/immobilier/27422978/1115-rue-du-square-amherst-209-montr%C3%A9al-ville-marie-centre,https://cdn.realtor.ca/listings/TS638621248120730000/reb5/medres/0/17001130_1.jpg,17001130,625000,"1115 Rue du Square-Amherst, #209, Montréal (Ville-Marie), Québec",45.520902,-73.56403139999999,1,1,749
https://www.realtor.ca/immobilier/27422958/594-rue-nicolet-401-montr%C3%A9al-mercierhochelaga-maisonneuve-hochelaga-maisonneuve,https://cdn.realtor.ca/listings/TS638621248075470000/reb5/medres/4/12436984_1.jpg,12436984,579997,"594 Rue Nicolet, #401, Montréal (Mercier/Hochelaga-Maisonneuve), Québec",45.5440181,-73.5367498,3,1,833
https://www.realtor.ca/immobilier/27422769/5365-rue-drolet-202-montr%C3%A9al-le-plateau-mont-royal-le-plateau-mont-royal,https://cdn.realtor.ca/listings/TS638621175758730000/reb5/medres/2/27363542_1.jpg,27363542,495000,"5365 Rue Drolet, #202, Montréal (Le Plateau-Mont-Royal), Québec",45.5280298,-73.5934334,2,1,823
https://www.realtor.ca/immobilier/27422766/6750-rue-sherbrooke-e-109-montr%C3%A9al-mercierhochelaga-maisonneuve-mercier,https://cdn.realtor.ca/listings/TS638621175750800000/reb5/medres/2/25818012_1.jpg,25818012,579000,"6750 Rue Sherbrooke E., #109, Montréal (Mercier/Hochelaga-Maisonneuve), Québec",45.5840706,-73.5418686,2,2,1008
https://www.realtor.ca/immobilier/27422763/4054-rue-cartier-montr%C3%A9al-le-plateau-mont-royal-le-plateau-mont-royal,https://cdn.realtor.ca/listings/TS638621175745230000/reb5/medres/4/25381724_1.jpg,25381724,449900,"4054 Rue Cartier, Montréal (Le Plateau-Mont-Royal), Québec",45.5306241,-73.5678635,1,1,637
https://www.realtor.ca/immobilier/27422758/5955-av-wilderton-l-4-montr%C3%A9al-c%C3%B4te-des-neigesnotre-dame-de-gr%C3%A2ce-c%C3%B4te-des-neiges,https://cdn.realtor.ca/listings/TS638621175738900000/reb5/medres/8/24055718_1.jpg,24055718,739000,"5955 Av. Wilderton, #L-4, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Québec",45.509756,-73.6216658,2,2,1305
https://www.realtor.ca/immobilier/27422741/900-rue-andr%C3%A9-pr%C3%A9vost-308-montr%C3%A9al-verdun%C3%AEle-des-soeurs-%C3%AEle-des-soeurs,https://cdn.realtor.ca/listings/TS638621175673300000/reb5/medres/5/15559445_1.jpg,15559445,524980,"900 Rue André-Prévost, #308, Montréal (Verdun/Île-des-Soeurs), Québec",45.447074,-73.55974119999999,1,1,645
https://www.realtor.ca/immobilier/27422426/4423-rue-chambord-montr%C3%A9al-le-plateau-mont-royal-le-plateau-mont-royal,https://cdn.realtor.ca/listings/TS638621105708130000/reb5/medres/3/27787353_1.jpg,27787353,574000,"4423 Rue Chambord, Montréal (Le Plateau-Mont-Royal), Québec",45.52945589999999,-73.57657209999999,2,1,840
https://www.realtor.ca/immobilier/27422420/7945-rue-st-hubert-102-montr%C3%A9al-villeraysaint-michelparc-extension-villeray,https://cdn.realtor.ca/listings/TS638621105701270000/reb5/medres/7/26767037_1.jpg,26767037,335000,"7945 Rue St-Hubert, #102, Montréal (Villeray/Saint-Michel/Parc-Extension), Québec",45.5457721,-73.62445269999999,1,1,600
https://www.realtor.ca/immobilier/27422417/1888-rue-wellington-302-montr%C3%A9al-le-sud-ouest-pointe-saint-charles,https://cdn.realtor.ca/listings/TS638621105694670000/reb5/medres/1/26271531_1.jpg,26271531,575000,"1888 Rue Wellington, #302, Montréal (Le Sud-Ouest), Québec",45.48100340000001,-73.5580488,2,1,977
https://www.realtor.ca/immobilier/27422401/6501z-boul-maurice-duplessis-601-montr%C3%A9al-montr%C3%A9al-nord,https://cdn.realtor.ca/listings/TS638621834671370000/reb5/medres/6/22997426_1.jpg,22997426,299000,"6501Z Boul. Maurice-Duplessis, #601, Montréal (Montréal-Nord), Québec",45.6171674,-73.6153456,2,1,743
https://www.realtor.ca/immobilier/27422396/6501-boul-maurice-duplessis-601-montr%C3%A9al-montr%C3%A9al-nord,https://cdn.realtor.ca/listings/TS638621105652270000/reb5/medres/3/22105393_1.jpg,22105393,299000,"6501 Boul. Maurice-Duplessis, #601, Montréal (Montréal-Nord), Québec",45.6171674,-73.6153456,1,1,743
https://www.realtor.ca/immobilier/27422392/4551-rue-messier-209-montr%C3%A9al-le-plateau-mont-royal-le-plateau-mont-royal,https://cdn.realtor.ca/listings/TS638621105643700000/reb5/medres/5/21080325_1.jpg,21080325,765000,"4551 Rue Messier, #209, Montréal (Le Plateau-Mont-Royal), Québec",45.53747449999999,-73.5715414,3,1,1136
https://www.realtor.ca/immobilier/27422390/1450-boul-ren%C3%A9-l%C3%A9vesque-o-1806-montr%C3%A9al-ville-marie-mille-carr%C3%A9-dor%C3%A9,https://cdn.realtor.ca/listings/TS638621105642130000/reb5/medres/1/20861731_1.jpg,20861731,575000,"1450 Boul. René-Lévesque O., #1806, Montréal (Ville-Marie), Québec",45.4945995,-73.57394090000001,1,1,574
https://www.realtor.ca/immobilier/27422387/6754-rue-des-%C3%A9cores-montr%C3%A9al-rosemontla-petite-patrie-la-petite-patrie,https://cdn.realtor.ca/listings/TS638621105635530000/reb5/medres/3/20272223_1.jpg,20272223,1499000,"6754 Rue des Écores, Montréal (Rosemont/La Petite-Patrie), Québec",45.54957,-73.5974947,3,2,1705
https://www.realtor.ca/immobilier/27422356/60-rue-de-br%C3%A9soles-118-montr%C3%A9al-ville-marie-vieux-montr%C3%A9al,https://cdn.realtor.ca/listings/TS638621105601370000/reb5/medres/8/17517838_1.jpg,17517838,498000,"60 Rue De Brésoles, #118, Montréal (Ville-Marie), Québec",45.5050331,-73.55531359999999,1,1,965
https://www.realtor.ca/immobilier/27422354/6752-rue-des-%C3%A9cores-montr%C3%A9al-rosemontla-petite-patrie-la-petite-patrie,https://cdn.realtor.ca/listings/TS638621105598930000/reb5/medres/4/17188844_1.jpg,17188844,1199000,"6752 Rue des Écores, Montréal (Rosemont/La Petite-Patrie), Québec",45.5495037,-73.5975298,3,2,2168
https://www.realtor.ca/immobilier/27422169/4574-av-du-parc-11-montr%C3%A9al-le-plateau-mont-royal-mile-end,https://cdn.realtor.ca/listings/TS638621834743200000/reb5/medres/7/28830557_1.jpg,28830557,899000,"4574 Av. du Parc, #11, Montréal (Le Plateau-Mont-Royal), Québec",45.5171205,-73.5907134,2,1,1123
